Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Ford,Edge,2017,regular unleaded,315,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,4dr SUV,24,17,5657,40900
Infiniti,G Coupe,2012,premium unleaded,330,6,AUTOMATIC,all wheel drive,2,Performance,Midsize,Coupe,25,18,190,40900
Audi,Q5,2016,premium unleaded,220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,28,20,3105,40900
Audi,Q5,2017,flex-fuel,220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,27,20,3105,40900
GMC,Sierra 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,23,16,549,40900
Chevrolet,Bolt EV,2017,electric,200,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,110,128,1385,40905
Cadillac,CTS Wagon,2012,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,26,18,1624,40915
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,40915
Chevrolet,Impala,2017,flex-fuel,305,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,17,1385,40915
GMC,Sierra 1500,2016,flex-fuel,285,6,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,22,17,549,40915
Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3,Diesel,Large,Passenger Van,19,14,5657,40925
GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,23,16,549,40930
BMW,2 Series,2017,premium unleaded,248,4,AUTOMATIC,all wheel drive,2,Luxury,Compact,Convertible,33,23,3916,40950
Mercedes-Benz,C-Class,2016,premium unleaded,241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,24,617,40950
Mercedes-Benz,GLC-Class,2016,premium unleaded,241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,28,21,617,40950
Infiniti,Q60 Coupe,2014,premium unleaded,330,6,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Coupe,27,19,190,40950
Infiniti,Q60 Coupe,2015,premium unleaded,330,6,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Coupe,27,19,190,40950
Infiniti,Q60 Coupe,2017,premium unleaded,208,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,28,21,190,40950
BMW,X3,2016,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,28,21,3916,40950
Volvo,XC60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,4dr SUV,30,23,870,40950
Volvo,XC60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,4dr SUV,30,23,870,40950
Volvo,XC70,2014,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,24,17,870,40950
Lexus,RX 350,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,4dr SUV,25,18,454,40970
Chevrolet,Silverado 1500,2017,flex-fuel,285,6,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,22,17,1385,40985
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,25,18,1851,40995
BMW,3 Series,2015,diesel,180,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,43,31,3916,41000
Volvo,V60 Cross Country,2015,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,28,20,870,41000
Lincoln,MKS,2016,regular unleaded,350,6,AUTOMATIC,all wheel drive,4,Performance,Large,Sedan,24,17,61,41005
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,41020
Lexus,ES 300h,2016,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,39,40,454,41020
Ford,Transit Wagon,2016,flex-fuel,275,6,AUTOMATIC,rear wheel drive,3,Diesel,Large,Passenger Van,19,14,5657,41030
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,25,18,2031,41035
Audi,A3,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,43,31,3105,41050
Toyota,Avalon,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,30,21,2031,41050
Mercedes-Benz,C-Class,2015,premium unleaded,241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,24,617,41050
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,27,18,1013,41055
Buick,LaCrosse,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,31,21,155,41065
Audi,A4,2017,premium unleaded,252,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,25,3105,41100
Land Rover,Range Rover Evoque,2015,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,4dr SUV,30,21,258,41100
Audi,S3,2015,premium unleaded,292,4,AUTOMATED_MANUAL,all wheel drive,4,High-Performance,Compact,Sedan,31,23,3105,41100
Cadillac,CTS Wagon,2013,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,26,18,1624,41105
Mercedes-Benz,C-Class,2016,premium unleaded,241,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,25,617,41125
Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,27,18,1013,41135
Ford,Expedition,2016,regular unleaded,365,6,AUTOMATIC,rear wheel drive,4,SUV,Large,4dr SUV,22,16,5657,41135
Chevrolet,Silverado 1500 Hybrid,2013,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,23,20,1385,41135
Toyota,Tundra,2017,flex-fuel,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,18,13,2031,41145
Toyota,Tundra,2017,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,18,13,2031,41145
Audi,A3,2015,premium unleaded,220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23,3105,41150
Mercedes-Benz,GLC-Class,2017,premium unleaded,241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,28,21,617,41150
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,17,1439,41150
Volvo,XC60,2015,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,25,18,870,41150
Volvo,XC60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,4dr SUV,30,22,870,41150
Nissan,Titan,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,18,13,2009,41160
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,2202,41170
Chevrolet,Silverado 1500,2016,flex-fuel,285,6,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,22,17,1385,41185
Audi,A5,2017,flex-fuel,220,4,MANUAL,all wheel drive,2,Luxury,Midsize,Coupe,32,23,3105,41200
Volvo,C70,2013,regular unleaded,227,5,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,28,19,870,41200
Volvo,V60 Cross Country,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,28,20,870,41200
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,25,18,2031,41245
Hyundai,Genesis,2016,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,Performance,Large,Sedan,25,16,1439,41250
Infiniti,JX,2013,premium unleaded,265,6,AUTOMATIC,front wheel drive,4,Luxury,Large,4dr SUV,24,18,190,41250
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,23,16,1385,41250
BMW,X3,2017,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,28,21,3916,41250
GMC,Sierra 1500,2017,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,22,16,549,41265
Mercedes-Benz,C-Class,2016,premium unleaded,241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,24,617,41275
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,27,19,1851,41295
Chevrolet,Camaro,2016,premium unleaded,455,8,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1385,41300
Ford,Explorer,2016,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,41300
Audi,Q3,2017,premium unleaded,200,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,4dr SUV,28,20,3105,41300
Infiniti,Q60 Coupe,2017,premium unleaded,208,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,30,22,190,41300
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,SUV,Midsize,4dr SUV,21,17,2031,41310
Lexus,NX 300h,2015,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,30,33,454,41310
Lexus,NX 300h,2016,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,30,33,454,41310
Cadillac,ATS,2015,premium unleaded,272,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,28,20,1624,41340
Cadillac,ATS,2015,flex-fuel,321,6,AUTOMATIC,rear wheel drive,4,High-Performance,Compact,Sedan,28,18,1624,41340
Cadillac,ATS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,High-Performance,Midsize,Sedan,30,20,1624,41340
Cadillac,ATS,2016,premium unleaded,272,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,30,22,1624,41340
Volvo,XC60,2016,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,4dr SUV,29,22,870,41350
Volvo,XC60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,26,19,870,41350
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,SUV,Midsize,4dr SUV,23,17,2031,41365
Honda,Ridgeline,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,25,18,2202,41370
Toyota,Tundra,2015,flex-fuel,381,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,17,13,2031,41385
Toyota,Tundra,2015,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,17,13,2031,41385
Cadillac,ATS Coupe,2017,premium unleaded,272,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,31,22,1624,41395
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,26,19,1851,41395
Genesis,G80,2017,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,28,18,21,41400
Lincoln,MKZ,2017,premium unleaded,245,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,28,20,61,41400
GMC,Sierra 1500,2017,flex-fuel,285,6,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,22,17,549,41405
GMC,Sierra 1500,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,23,16,549,41420
Lexus,IS 250,2015,premium unleaded,204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454,41440
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,41450
Mercedes-Benz,B-Class Electric Drive,2015,electric,177,0,DIRECT_DRIVE,front wheel drive,4,Luxury,Compact,4dr Hatchback,82,85,617,41450
Mercedes-Benz,B-Class Electric Drive,2016,electric,177,0,DIRECT_DRIVE,front wheel drive,4,Luxury,Compact,4dr Hatchback,82,85,617,41450
Volvo,XC60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,4dr SUV,30,22,870,41450
Land Rover,Range Rover Evoque,2016,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,4dr SUV,30,21,258,41475
Cadillac,CTS Coupe,2014,regular unleaded,318,6,AUTOMATIC,all wheel drive,2,Performance,Midsize,Coupe,27,18,1624,41495
Audi,A5,2016,premium unleaded,220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31,22,3105,41500
Mercedes-Benz,C-Class,2017,premium unleaded,241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,24,617,41500
Infiniti,G Sedan,2012,premium unleaded,328,6,MANUAL,rear wheel drive,4,High-Performance,Midsize,Sedan,25,17,190,41500
Land Rover,LR2,2013,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,4dr SUV,24,17,258,41500
Kia,Sorento,2016,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,18,1720,41500
Ford,Explorer,2017,regular unleaded,280,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,4dr SUV,27,19,5657,41525
Infiniti,G Sedan,2011,premium unleaded,328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,41550
Lincoln,MKX,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,4dr SUV,26,17,61,41550
Lincoln,MKX,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,4dr SUV,25,17,61,41550
Volvo,XC60,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,4dr SUV,24,17,870,41550
Volvo,XC70,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Wagon,31,23,870,41550
GMC,Sierra 1500 Hybrid,2013,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,23,20,549,41555
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,27,20,2009,41560
Land Rover,Discovery Sport,2015,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,26,20,258,41570
Acura,TLX,2015,premium unleaded,290,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,21,204,41575
Acura,TLX,2016,premium unleaded,290,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,21,204,41575
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,SUV,Midsize,4dr SUV,22,17,2031,41585
Chevrolet,Silverado 1500,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,22,16,1385,41590
Acura,TLX,2017,premium unleaded,290,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,21,204,41600
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,27,20,2009,41610
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,24,17,2202,41620
Acura,TL,2012,premium unleaded,280,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,29,20,204,41635
BMW,4 Series Gran Coupe,2016,premium unleaded,240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23,3916,41650
Audi,A3,2015,premium unleaded,220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,41650
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,41650
GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,23,16,549,41660
Ford,F-150,2015,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,26,19,5657,41670
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,2202,41670
Chevrolet,Black Diamond Avalanche,2013,flex-fuel,320,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,21,15,1385,41675
Mercedes-Benz,C-Class,2017,premium unleaded,241,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,24,617,41675
Toyota,Avalon Hybrid,2015,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031,41700
Land Rover,LR2,2014,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,4dr SUV,24,17,258,41700
Land Rover,LR2,2015,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,4dr SUV,24,17,258,41700
Volvo,S80,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,38,26,870,41700
Kia,Sorento,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1720,41700
Kia,Sorento,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19,1720,41700
Volvo,V60 Cross Country,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,30,22,870,41700
HUMMER,H3,2010,flex-fuel,300,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,13,130,41705
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,24,18,2031,41715
Toyota,Tundra,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,17,13,2031,41720
Toyota,Tundra,2016,flex-fuel,381,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,17,13,2031,41720
Nissan,Murano,2016,regular unleaded,250,4,AUTOMATIC,all wheel drive,4,Hybrid,Midsize,4dr SUV,30,26,2009,41730
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,41750
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,25,18,2031,41750
Volvo,V60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Wagon,29,25,870,41750
Volvo,V60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Wagon,36,25,870,41750
Volvo,XC60,2015,regular unleaded,240,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,25,18,870,41750
Ford,Mustang,2015,premium unleaded,435,8,MANUAL,rear wheel drive,2,High-Performance,Midsize,Convertible,25,15,5657,41800
Infiniti,Q50,2015,premium unleaded,328,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,27,19,190,41800
Land Rover,Range Rover Evoque,2017,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,4dr SUV,29,21,258,41800
Volvo,XC70,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,24,17,870,41800
Nissan,370Z,2015,premium unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,41820
Nissan,370Z,2016,premium unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,41820
Nissan,370Z,2017,premium unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,41820
Lexus,ES 300h,2017,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,39,40,454,41820
Acura,TL,2013,premium unleaded,280,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,29,20,204,41835
Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,21,15,5657,41840
BMW,3 Series Gran Turismo,2015,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr Hatchback,33,22,3916,41850
BMW,3 Series Gran Turismo,2015,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr Hatchback,33,22,3916,41850
BMW,3 Series,2016,diesel,180,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,40,30,3916,41850
BMW,4 Series,2016,premium unleaded,240,4,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,34,22,3916,41850
BMW,4 Series,2016,premium unleaded,240,4,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Coupe,35,23,3916,41850
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,SUV,Midsize,4dr SUV,21,17,2031,41850
Mercedes-Benz,C-Class,2017,premium unleaded,241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,24,617,41850
Infiniti,G Sedan,2012,premium unleaded,328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,41850
Lexus,IS 350,2014,premium unleaded,306,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,26,19,454,41850
Chevrolet,Silverado 1500,2016,flex-fuel,285,6,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,22,17,1385,41865
Acura,RDX,2016,premium unleaded,279,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,28,19,204,41870
Chevrolet,Silverado 1500 Hybrid,2011,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,23,20,1385,41875
Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,22,16,1385,41890
Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,4dr SUV,25,19,61,41895
Ford,Mustang,2016,premium unleaded,435,8,MANUAL,rear wheel drive,2,Performance,Midsize,Convertible,25,15,5657,41895
Infiniti,Q50,2016,premium unleaded,300,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,27,19,190,41900
Lexus,RX 350,2016,regular unleaded,295,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,4dr SUV,28,20,454,41900
Volvo,S60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,37,25,870,41900
Kia,Sedona,2017,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Mid-Size Minivan,Midsize,Passenger Minivan,22,17,1720,41900
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,25,18,2031,41900
Chevrolet,Camaro,2017,premium unleaded,455,8,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1385,41905
Cadillac,ATS Coupe,2015,premium unleaded,272,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,31,21,1624,41920
Cadillac,ATS Coupe,2016,premium unleaded,272,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,31,22,1624,41920
Chevrolet,Traverse,2015,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,1385,41935
BMW,3 Series,2015,premium unleaded,241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,33,22,3916,41950
BMW,4 Series Gran Coupe,2017,premium unleaded,248,4,AUTOMATIC,rear wheel drive,4,Performance,Midsize,Sedan,34,23,3916,41950
Toyota,Avalon Hybrid,2016,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031,41950
Land Rover,Discovery Sport,2016,premium unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,26,20,258,41955
Acura,TL,2014,premium unleaded,280,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,29,20,204,41960
Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,27,21,586,41970
Ford,F-150,2015,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,26,19,5657,41970
Chevrolet,Silverado 1500,2015,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,23,16,1385,41970
Nissan,370Z,2015,premium unleaded,350,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,41990
Nissan,370Z,2016,premium unleaded,350,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,41990
Nissan,370Z,2017,premium unleaded,350,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,41990
Dodge,Durango,2016,premium unleaded,360,8,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,22,14,1851,41995
Nissan,Murano CrossCabriolet,2014,premium unleaded,265,6,AUTOMATIC,all wheel drive,2,Crossover,Midsize,Convertible SUV,22,17,2009,41995
Chrysler,Town and Country,2014,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1013,41995
BMW,X3,2015,diesel,180,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,34,27,3916,42000
Chevrolet,Silverado 1500,2015,flex-fuel,285,6,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,22,17,1385,42010
Acura,RDX,2016,premium unleaded,279,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,4dr SUV,29,20,204,42020
Honda,Odyssey,2015,regular unleaded,248,6,AUTOMATIC,front wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,28,19,2202,42030
Chevrolet,Traverse,2017,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,1385,42045
Audi,A3,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,43,31,3105,42050
Infiniti,G Coupe,2013,premium unleaded,330,6,AUTOMATIC,all wheel drive,2,Performance,Midsize,Coupe,25,18,190,42050
Volvo,XC70,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,24,17,870,42050
